taxid,group_id,disposition,description,penalty,type
952946,1,PLEADED GUILTY,"Failed to remain at the scene of an off-duty incident.
Failed to make proper notifications (Patrol Supervisor","COUNSELING, DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (34 day(s) )",charge
952946,1,PLEADED GUILTY,Misused Department electronics (smartphone),"COUNSELING, DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (34 day(s) )",charge
936886,1,GUILTY,Failed to supervise while on-duty.,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (5 day(s) ), VACATION DAYS (45 day(s) )",charge
936886,1,GUILTY,Failed to make proper notifications while on duty.,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (5 day(s) ), VACATION DAYS (45 day(s) )",charge
936886,1,GUILTY,Failed to properly prepare a property invoice worksheet while on duty.,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (5 day(s) ), VACATION DAYS (45 day(s) )",charge
936886,1,GUILTY,Made misleading statements during an official Department interview.,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (5 day(s) ), VACATION DAYS (45 day(s) )",charge
954031,1,GUILTY,Failed to make proper notifications.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (35 day(s) )",charge
954031,1,GUILTY,Made misleading or inaccurate statements during an official Department interview.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (35 day(s) )",charge
954032,1,GUILTY,USED PHYSICAL FORCE AGAINST A PERSON KNOWN TO THE DEPARTMENT WITHUT HAVING A JUSTIFIED REASON TO DO SO.,VACATION DAYS (15 day(s) ),charge
954032,1,GUILTY,WAS DISCOURTEOUS TO A PERSON KNOWN TO THE DEPARTMENT.,VACATION DAYS (15 day(s) ),charge
954032,1,GUILTY,FRISKED A PERSON KNOWN T THE DEPARTMENT WITHOUT HAVING A JUSTIFIED REASON TO DO SO.,VACATION DAYS (15 day(s) ),charge
954032,1,GUILTY,SEARCHED A PERSON KNOWN TO THE DEPARTMENT WITHOUT HAVING A JUSTIFIED REASON TO DO SO.,VACATION DAYS (15 day(s) ),charge
954032,1,GUILTY,WRONGFULLY TOOK PROPERTY FROM A PERSON KNOWN TO THE DEPARTMENT.,VACATION DAYS (15 day(s) ),charge
954032,1,GUILTY,WAS DISCOURTEOUS TO A PERSON KNOWN TO THE DEPARTMENT.,VACATION DAYS (15 day(s) ),charge
954032,1,GUILTY,WAS DISCOURTEOUS AND USED PROFANITY TO A PERSON KNOWN TO THE DEPARTMENT.,VACATION DAYS (15 day(s) ),charge
954032,1,GUILTY,USED PROFANITY AND WAS DISCOURTEOUS TO A PERSON KNOWN TO THE DEPARTMENT.,VACATION DAYS (15 day(s) ),charge
954032,1,GUILTY,MADE OFFENSIVE REMARKS TO A PERSON KNOWN TO THE DEPARTMENT.,VACATION DAYS (15 day(s) ),charge
954032,1,GUILTY,WRONGFULLY THREATENED TO ARREST A PERSON KNOWN TO THE DEPARTMENT.,VACATION DAYS (15 day(s) ),charge
954032,2,GUILTY,WAS DISCOURTEOUS AND USED PROFANITY TO A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAGL AUTHORITY.,VACATION DAYS (5 day(s) ),charge
954032,2,GUILTY,WAS DISCOURTEOUS IN THAT HE STUCK HIS TONGUE OUT AT A PERSON KNOWN TO THE DEPARTMENT.,VACATION DAYS (5 day(s) ),charge
947142,1,PLEADED GUILTY,Involved in a Verbal Altercation,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (10 day(s) )",charge
934925,1,GUILTY,OFF-DUTY EMPLOYMENT WITHOUT PERMISSION OF THE DEPARTMENT.,VACATION DAYS (35 day(s) ),charge
934925,1,GUILTY,FAILED TO RESIDE WITHIN THE CITY OF NEW YORK OR RESIDENCE COUNTIES AS REQUIRED.,VACATION DAYS (35 day(s) ),charge
954036,1,GUILTY,FAILED TO REMAIN AT THE SCENE OF AN OFF DUTY INCIDENT AND REQUEST THE RESPONSE OF A PATROL SUPERVISOR.,VACATION DAYS (15 day(s) ),charge
954036,1,GUILTY,FAILED TO IDENTIFY HIMSELF AS A MEMBER OF SERVICE IN AN INCIDENT HE WAS INVOLVED IN TO UNIFORM OFFICERS.,VACATION DAYS (15 day(s) ),charge
935140,1,GUILTY,FAILED TO PROPERLY VOUCHER PROPERTY.,VACATION DAYS (17 day(s) ),charge
935140,1,GUILTY,OMITTED ENTRIES IN MEMO BOOK.,VACATION DAYS (17 day(s) ),charge
952957,1,GUILTY,"WHILE OFF-DUTY, FAILED TO SAFEGUARD HIS DEPARTMENT FIREARM BY LEAVING IT UNATTENDED IN A PUBLIC BATHROOM AND FAILED TO REPORT SAID LOSS.",VACATION DAYS (25 day(s) ),charge
952957,1,GUILTY,"WHILE ON-DUTY, FAILED TO ASSIGN A NON-EMERGENCY CALL THAT HE RECEIVED AND FAILED TO ENTER SAID CALL IN THE TELEPHONE DISPATCH LOG, AS REQUIRED.",VACATION DAYS (25 day(s) ),charge
952957,1,GUILTY,FAILED TO SAFEGUARD HIS DEPARTMENT RADIO AND FAILED TO REPORT SAID LOSS TO HIS COMMANDING OFFICER OR PREPARE A COMPLAINT REPORT WITH THE INTERNAL AFFAIRS BUREAU.,VACATION DAYS (25 day(s) ),charge
945892,1,GUILTY,Made inappropriate comments.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (40 day(s) )",charge
945892,1,GUILTY,Made inappropriate comments.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (40 day(s) )",charge
945892,1,GUILTY,Made improper contact/communications (texts).,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (40 day(s) )",charge
945892,1,GUILTY,Made inappropriate comments.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (40 day(s) )",charge
945892,1,GUILTY,Made improper contact/communications (texts).,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (40 day(s) )",charge
954037,1,PLEADED GUILTY,Failed to safeguard his firearm.,VACATION DAYS (25 day(s) ),charge
954037,1,PLEADED GUILTY,Failed to timely make proper notifications.,VACATION DAYS (25 day(s) ),charge
940350,1,GUILTY,"WHILE OFF-DUTY, FAILED TO FOLLOW THE DIRECTIONS GIVEN BY POLICE OFFICERS FROM SOUTH BLOOMING GROVE POLICE DEPARTMENT DURING AN INVESTIGATION.","COUNSELING, PRE-TRIAL SUSPENSION DAYS (33 day(s) )",charge
940350,1,GUILTY,"WHILE OFF-DUTY, DID INTENTIONALLY PREVENT OR ATTEMPT TO PREVENT A POLICE OFFICER FROM EFFECTING AN AUTHORIZED ARREST OF HIMSELF OR ANOTHER PERSON.","COUNSELING, PRE-TRIAL SUSPENSION DAYS (33 day(s) )",charge
940350,1,GUILTY,"WHILE OFF-DUTY, ENGAGED IN A PHYSICAL ALTERCATION WITH A PERSON KNOWN TO THE DEPARTMENT.","COUNSELING, PRE-TRIAL SUSPENSION DAYS (33 day(s) )",charge
940350,1,GUILTY,"WHILE OFF-DUTY, OFFICER FORCIBLY REMOVED PROPERTY FROM A PERSON KNOWN TO THE DEPARTMENT.","COUNSELING, PRE-TRIAL SUSPENSION DAYS (33 day(s) )",charge
935149,1,GUILTY,"FAILURE TO PREPARE A STOP, QUESTION AND FRISK REPORT.",VACATION DAYS (5 day(s) ),charge
935149,1,GUILTY,"FAILURE TO PREPARE A STOP, QUESTION AND FRISK REPORT.",VACATION DAYS (5 day(s) ),charge
935149,1,NOLO CONTENDRE,IMPROPER STOP OF A PERSON WITHOUT SUFFICIENT LEGAL AUTHORITY.,VACATION DAYS (5 day(s) ),charge
935149,1,NOLO CONTENDRE,IMPROPER STOP OF A PERSON WITHOUT SUFFICIENT LEGAL AUTHORITY.,VACATION DAYS (5 day(s) ),charge
935149,1,GUILTY,FAILURE TO MAKE ENTRIES IN ACTIVITY LOG.,VACATION DAYS (5 day(s) ),charge
935149,1,GUILTY,FAILURE TO SAFEGUARD PROPERTY.,VACATION DAYS (5 day(s) ),charge
925573,1,GUILTY,WRONGFULLY OPERATED A MOTOR VEHICLE WHILE UNDER THE INFLUENCE OF AN INTOXICANT.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )",charge
925573,1,GUILTY,WRONGFULLY OPERATED A MOTOR VEHICLE WHILE HIS ABILITY TO DRIVE WAS IMPAIRED BY AN INTOXICANT.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )",charge
925573,1,GUILTY,WRONGFULLY CONSUMED AN INTOXICANT TO THE EXTENT THAT SAID POLICE OFFICER WAS UNFIT FOR DUTY.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )",charge
925573,1,GUILTY,WAS UNFIT FOR DUTY WHILE ARMED.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )",charge
945224,1,GUILTY,USED EXCESSIVE FORCE IN THAT HE UNNECESSARILY USED PEPPER SPRAY AGAINST INDIVIDUALS.,VACATION DAYS (10 day(s) ),charge
943457,1,PLEADED GUILTY,"Failed to conduct an investigation.
Failed to take police action/render police services.
Failed to make proper notifications.
Failed to make required entries in Department Logs.
Failed to prepare required reports.",VACATION DAYS (35 day(s) ),charge
943457,1,PLEADED GUILTY,Failed to prepare required reports.,VACATION DAYS (35 day(s) ),charge
943457,1,PLEADED GUILTY,Wrongfully deactivated his body-worn camera.,VACATION DAYS (35 day(s) ),charge
943457,1,PLEADED GUILTY,Made or caused to be made false or inaccurate entries in Department records.,VACATION DAYS (35 day(s) ),charge
940354,1,GUILTY,"WHILE ON-DUTY, FAILED TO REQUEST THE RESPONSE OF A PATROL SUPERVISOR",VACATION DAYS (10 day(s) ),charge
940354,1,GUILTY,"WHILE ON-DUTY, FAILED TO ENTER DETAILS IN SAID OFFICER's ACTIVITY LOG AND FAILED TO PREPARE AN AIDED REPORT WORKSHEET FOR AN EMOTIONALLY DISTRUBED PERSON, AS REQUIRED",VACATION DAYS (10 day(s) ),charge
940354,1,GUILTY,"WHILE ON-DUTY, FAILED TO REQUEST THE RESPONSE OF A PATROL SUPERVISOR",VACATION DAYS (10 day(s) ),charge
946508,1,PLEADED GUILTY,Deployed a taser outside of Department guideline. Wrongfully use of physical force.,"SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (28 day(s) )",charge
946508,1,PLEADED GUILTY,Improper holster of weapon.,"SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (28 day(s) )",charge
946508,1,PLEADED GUILTY,Failed to supervise.,"SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (28 day(s) )",charge
946508,1,PLEADED GUILTY,Failed to properly document report in Activity Log.,"SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (28 day(s) )",charge
946508,1,PLEADED GUILTY,Failed to use de-escalation techniques.,"SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (28 day(s) )",charge
962538,1,GUILTY,Unfit for Duty.,"COUNSELING, VACATION DAYS (30 day(s) )",charge
950716,1,GUILTY,ARRESTED AN INDIVIDUAL KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.,VACATION DAYS (5 day(s) ),charge
951896,1,PLEADED GUILTY,Operated a motor vehicle while impaired.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",charge
951896,1,PLEADED GUILTY,Operated a motor vehicle while under the influence of an intoxicant.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",charge
951896,1,PLEADED GUILTY,Refused to submit to a breathalyzer test.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",charge
951896,1,PLEADED GUILTY,Unfit for duty.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",charge
951896,1,PLEADED GUILTY,Operated a motor vehicle recklessly.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",charge
942034,1,GUILTY,"WHILE ON-DUTY, WRONGFULLY ARRESTED AN INDIVIDUAL KNOWN TO THE DEPARTMENT WHEN NO OFFENSE OR CRIME HAD OCCURRED.",VACATION DAYS (20 day(s) ),charge
942034,1,GUILTY,"WHILE ON-DUTY, WRONGFULLY MADE INACCURATE STATEMENTS ON CRIMINAL COURT SUMMONSES.",VACATION DAYS (20 day(s) ),charge
952962,1,PLEADED GUILTY,Failed to safeguard a firearm.,VACATION DAYS (30 day(s) ),charge
952962,1,PLEADED GUILTY,Failed to safeguard a firearm.,VACATION DAYS (30 day(s) ),charge
952962,1,PLEADED GUILTY,Wrongfully in possession of duplicate shield.,VACATION DAYS (30 day(s) ),charge
941474,1,PLEADED GUILTY,Wrongfully used physical force.,VACATION DAYS (5 day(s) ),charge
941474,1,PLEADED GUILTY,Wrongfully used physical force.,VACATION DAYS (5 day(s) ),charge
941474,1,PLEADED GUILTY,False statements.,VACATION DAYS (5 day(s) ),charge
941474,1,PLEADED GUILTY,False statements.,VACATION DAYS (5 day(s) ),charge
960785,1,GUILTY,"while on-duty, failed to conduct a proper investigation.",VACATION DAYS (10 day(s) ),charge
960785,1,GUILTY,"while on-duty, failed and neglected to properly safeguard a prisoner resulting in the loss of said prisoner.",VACATION DAYS (10 day(s) ),charge
954047,1,GUILTY,HAVING BEEN INVOLVED IN AN OFF-DUTY PHYSICAL ALTERCATION WITH ANOTHER PERSON FAILED TO REMAIN AT THE SCENE OF INCIDENT AND FAILED TO REQUEST RESPONSE OF PATROL SUPERVISOR PRECINCT OF OCCURRENCE.,VACATION DAYS (12 day(s) ),charge
954047,1,GUILTY,HAVING BEEN INVOLVED IN AN OFF-DUTY PHYSICAL ALTERCATION WITH ANOTHER PERSON FAILED TO ARREST THE OTHER PERSON.,VACATION DAYS (12 day(s) ),charge
954047,1,GUILTY,HAVING BEEN INVOLVED IN AN OFF-DUTY PHYSICAL ALTERCATION WITH ANOTHER PERSON FAILED TO SEEK MEDICAL ATTENTION FOR OTHER PERSON.,VACATION DAYS (12 day(s) ),charge
936915,1,GUILTY,ENGAGED IN OFF-DUTY EMPLOYMENT WITHOUT AUTHORITY OR PERMISSION TO DO SO.,VACATION DAYS (10 day(s) ),charge
942041,1,GUILTY,"WHILE ON-DUTY, SAID OFFICER FAILED TO TAKE POLICE ACTION AND PROPERLY INVESTIGATE A RADIO RUN.","DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) )",charge
958799,1,PLEADED GUILTY,Wrongfully used physical force.,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (40 day(s) )",charge
958799,1,PLEADED GUILTY,"Failed to make proper notifications.
Failed to make required entries in Department logs.","DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (40 day(s) )",charge
958799,1,PLEADED GUILTY,Wrongfully used physical force,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (40 day(s) )",charge
958799,1,PLEADED GUILTY,Wrongfully discourteous to a person known to the Department.,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (40 day(s) )",charge
958799,1,PLEADED GUILTY,"Wrongfully frisked a person known to the Department.
Wrongfully search a person known to the Department.
Violated patrol rules.","DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (40 day(s) )",charge
958799,1,PLEADED GUILTY,Wrongfully used physical force.,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (40 day(s) )",charge
958799,1,PLEADED GUILTY,"Failed to make proper notifications.
Failed to make required entries in Department logs.
Failed to activate body-worn camera.","DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (40 day(s) )",charge
947160,1,PLEADED GUILTY,Living outside the state or permissible counties.,VACATION DAYS (30 day(s) ),charge
947160,1,PLEADED GUILTY,Out of residence while on sick leave.,VACATION DAYS (30 day(s) ),charge
947160,1,PLEADED GUILTY,Out of residence while on sick leave.,VACATION DAYS (30 day(s) ),charge
954051,1,GUILTY,Failed to conduct an investigation.,PRE-TRIAL SUSPENSION DAYS (33 day(s) ),charge
947161,1,PLEADED GUILTY,Use of physical force resulting in injury.,"SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (10 day(s) )",charge
947161,1,PLEADED GUILTY,Use of physical force.,"SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (10 day(s) )",charge
947161,1,PLEADED GUILTY,Failed to make required entries in Department logs.,"SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (10 day(s) )",charge
963601,1,PLEADED GUILTY,Failed to render police services.,"PRE-TRIAL SUSPENSION DAYS (27 day(s) ), VACATION DAYS (11 day(s) )",charge
963601,1,PLEADED GUILTY,Failed to make proper notifications.,"PRE-TRIAL SUSPENSION DAYS (27 day(s) ), VACATION DAYS (11 day(s) )",charge
963601,1,PLEADED GUILTY,Failed to activate body-worn camera.,"PRE-TRIAL SUSPENSION DAYS (27 day(s) ), VACATION DAYS (11 day(s) )",charge
963601,1,PLEADED GUILTY,Failed to make Required Entries in Department Logs.,"PRE-TRIAL SUSPENSION DAYS (27 day(s) ), VACATION DAYS (11 day(s) )",charge
952972,1,GUILTY,"WHILE OFF-DUTY, ENGAGED IN A PHYSICAL ALTERCATION WITH A PERSON KNOWN TO THE DEPARTMENT.","COUNSELING, VACATION DAYS (15 day(s) )",charge
952972,1,GUILTY,"WHILE OFF-DUTY, SLAPPED THE TELEPHONE OUT OF A PERSON KNOWN TO THE DEPARTMENT'S HAND AND KEPT IT TO PREVENT SAID PERSON FROM CALLING 911 FOR ASSISTANCE.","COUNSELING, VACATION DAYS (15 day(s) )",charge
963602,1,PLEADED GUILTY,Discharged a firearm outside Department guidelines.,VACATION DAYS (25 day(s) ),charge
949201,1,GUILTY,"Made computer inquiries unrelated to official Department business.
On Duty.","SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (30 day(s) )",charge
949201,1,GUILTY,"Made computer inquiries unrelated to official Department business.
On Duty.","SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (30 day(s) )",charge
949201,1,GUILTY,"Wrongfully disseminated confidential Department information.
Off Duty.","SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (30 day(s) )",charge
949201,1,GUILTY,"Made inaccurate statements during an official Department interview. 
On Duty.","SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (30 day(s) )",charge
943470,1,GUILTY,WRONGFULLY MADE INACCURATE OR MISLEADING STATEMENTS WHICH CAUSED INACCURATE ENTRIES TO BE MADE IN A DEPARTMENT RECORD,VACATION DAYS (12 day(s) ),charge
943470,2,GUILTY,"WHILE ON-DUTY, WRONGFULLY USED FORCE BY PUSHING A PERSON KNOWN TO THE DEPARTMENT WITHOUT POLICE NECESSITY.",VACATION DAYS (9 day(s) ),charge
948374,1,GUILTY,UTILIZED A DEPARTMENT COMPUTER TO CONDUCT A DATABASE QUERY UNRELATED TO DEPARTMENT BUSINESS AND WRONGFULLY DIVULGED INFORMATION FROM THAT QUERY.,VACATION DAYS (25 day(s) ),charge
948374,1,GUILTY,"WRONGFULLY AND KNOWINGLY ASSOCIATED WITH A PERSON REASONABLY BELIEVED TO BE ENGAGED IN, LIKELY TO ENGAGE IN, OR HAVE ENGAGED IN CRIMINAL ACTIVITIES.",VACATION DAYS (25 day(s) ),charge
948374,1,GUILTY,WRONGFULLY DIVULGED OR DISCUSSED OFFICIAL DEPARTMENT BUSINESS WITHOUT AUTHORITY OR PERMISSION TO DO SO.,VACATION DAYS (25 day(s) ),charge
936922,1,GUILTY,"WHILE ON-DUTY, ABUSED HIS AUTHORITY AS A MEMBER OF THE NEW YORK CITY POLICE DEPARTMENT IN THAT HE FRISKED A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.",VACATION DAYS (3 day(s) ),charge
964111,1,PLEADED GUILTY,Theft of time,"FORFEITURE OF TIME/LEAVE BALANCES, VACATION DAYS (35 day(s) )",charge
964111,1,PLEADED GUILTY,Failed to comply with driving rules and regulations.,"FORFEITURE OF TIME/LEAVE BALANCES, VACATION DAYS (35 day(s) )",charge
961881,1,PLEADED GUILTY,Wrongful used physical force,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )",charge
961881,1,PLEADED GUILTY,Made or caused to be made false or inaccurate entries in Department records.,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )",charge
961881,1,PLEADED GUILTY,Failed to make required entries in Department Logs.,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )",charge
961881,1,PLEADED GUILTY,Failed to make proper notifications.,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )",charge
955050,1,GUILTY,"WHILE ON-DUTY DID FAIL AND NEGLECT TO PROPERLY SAFEGUARD A PRISONER, RESULTING IN LOSS OF SAID PRISONER.",PRE-TRIAL SUSPENSION DAYS (16 day(s) ),charge
955050,1,GUILTY,FAILED TO TIMELY MAKE NOTIFICATIONS AND INITIATE MOBILIZATION AFTER A PRISONER ESCAPED CUSTODY.,PRE-TRIAL SUSPENSION DAYS (16 day(s) ),charge
930421,1,GUILTY,Violated patrol rules.,VACATION DAYS (20 day(s) ),charge
930421,1,GUILTY,Violated patrol rules.,VACATION DAYS (20 day(s) ),charge
940373,1,GUILTY,"WHILE OFF-DUTY, BECAME INVOLVED IN A VERBAL ARGUMENT WHICH ESCALATED INTO A PHYSICAL ALTERCATION, IDENTITIES KNOWN TO THE DEPARTMENT.","COUNSELING, PRE-TRIAL SUSPENSION DAYS (32 day(s) )",charge
947169,1,GUILTY,-,VACATION DAYS (3 day(s) ),charge
943476,1,PLEADED GUILTY,Left the scene of an accident.,VACATION DAYS (30 day(s) ),charge
943476,1,PLEADED GUILTY,Made inaccurate statements to supervisors.,VACATION DAYS (30 day(s) ),charge
949885,1,GUILTY,"WHILE ON-DUTY, IMPROPERLY USED EXCESSIVE FORCE UNPON HANDCUFFING A PERSON KNOWN TO THE DEPARTMENT.",VACATION DAYS (30 day(s) ),charge
930557,1,GUILTY,ABUSED HIS AUTHORITY IN THAT HE AUTHORIZED A STRIP SEARCH OF A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY,VACATION DAYS (18 day(s) ),charge
930557,2,GUILTY,"WHILE ON-DUTY, ABUSED HIS AUTHORITY IN THAT HE AUTHORIZED A STRIP SEARCH OF A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY",VACATION DAYS (18 day(s) ),charge
930557,3,GUILTY,"WHILE ON-DUTY, AUTHORIZED THE STOP OF A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY",VACATION DAYS (18 day(s) ),charge
930557,3,GUILTY,"WHILE ON-DUTY, AUTHORIZED THE ISSUANCE OF A SUMMONS TO A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY",VACATION DAYS (18 day(s) ),charge
930557,4,GUILTY,"WHILE ON-DUTY, AUTHORIZED A STRIP SEARCH OF A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.",VACATION DAYS (18 day(s) ),charge
930557,4,GUILTY,"WHILE ON-DUTY, AUTHORIZED A STRIP SEARCH OF A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.",VACATION DAYS (18 day(s) ),charge
938846,1,PLEADED GUILTY,"HAVING BECOME AWARE OF AN ALLEGATION OF CORRUPTION OR OTHER MISCONDUCT INVOLVING A MEMBER OF THE SERVICE, DID FAIL AND NEGLECT TO NOTIFY THE INTERNAL AFFAIRS BUREAU COMMAND CENTER AS REQUIRED.",VACATION DAYS (10 day(s) ),charge
938846,2,GUILTY,"AFTER LEARNING OF AN ALLEGATION OF CORRUPTION OR MISCONDUCT AGAINST ANOTHER MEMBER OF THE SEERVICE, FAILED TO REPORT SAID ALLEGATION TO THE INTERNAL AFFAIRS BUREAU, AS REQUIRED.",VACATION DAYS (5 day(s) ),charge
938846,3,PLEADED GUILTY,Wrongfully discourteous to an individual known to the Department.,VACATION DAYS (15 day(s) ),charge
938846,3,PLEADED GUILTY,Wrongfully used offensive language towards an individual known to the Department.,VACATION DAYS (15 day(s) ),charge
938846,3,PLEADED GUILTY,Wrongfully used offensive language towards an individual known to the Department.,VACATION DAYS (15 day(s) ),charge
938846,3,PLEADED GUILTY,Wrongfully discourteous to an individual known to the Department.,VACATION DAYS (15 day(s) ),charge
938846,3,PLEADED GUILTY,Wrongful threat of force.,VACATION DAYS (15 day(s) ),charge
938846,3,PLEADED GUILTY,Wrongfully discourteous to an individual known to the Department.,VACATION DAYS (15 day(s) ),charge
938846,3,PLEADED GUILTY,Wrongfully discourteous to an individual known to the Department.,VACATION DAYS (15 day(s) ),charge
938846,3,PLEADED GUILTY,Wrongfully discourteous to an individual known to the Department.,VACATION DAYS (15 day(s) ),charge
938846,3,PLEADED GUILTY,Wrongfully discourteous to an individual known to the Department.,VACATION DAYS (15 day(s) ),charge
938846,3,PLEADED GUILTY,Wrongfully threatened to arrest an individual known to the Department.,VACATION DAYS (15 day(s) ),charge
957765,1,PLEADED GUILTY,Operated a motor vehicle while their ability was impaired.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",charge
957765,1,PLEADED GUILTY,Operated a motor vehicle while under the influence of an intoxicant.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",charge
